id,zipcode,score
5008,45862,0
5009,54177,2
5010,25320,2
5011,48081,15
5012,93669,0
5013,45233,7
5014,59410,1
5015,51106,26
5016,36474,1
5017,68957,1
5018,5459,1
5019,35572,0
5020,54747,2
5021,67341,0
5022,19733,0
5025,63376,59
5027,70343,3
5028,52778,3
5029,33706,23
5031,78006,41
5032,28455,0
5035,10039,7
5036,79566,0
5037,51103,9
5038,98822,1
5040,68859,1
5042,3887,1
5043,23601,21
5044,48422,3
5045,73080,10
5046,36528,1
5047,13864,0
5048,67202,29
5049,68726,1
5050,32808,31
5051,68015,1
5052,50446,0
5053,97146,8
5054,56748,0
5055,83429,1
5056,42051,1
5057,17268,19
5059,63034,8
5060,16137,8
5061,55119,15
5062,37310,2
5063,38672,6
5064,94708,5
5065,78950,1
5066,70583,13
5067,92084,31
5068,17201,40
5069,61851,0
5071,67443,2
5072,45872,2
5074,61878,1
5075,78852,27
5076,63474,0
5078,83314,1
5079,92007,13
5081,94105,85
5082,93628,0
5083,22824,3
5084,28679,1
5086,56531,3
5089,70763,1
5090,56475,1
5091,30507,9
5092,32346,1
5093,86333,2
5095,76442,5
5100,62242,1
5102,48109,2
5103,77446,1
5104,63551,0
5105,40737,0
5106,85258,57
5107,4732,2
5108,57335,0
5109,39755,0
5110,88330,1
5112,92225,9
5113,8065,4
5117,49320,0
5118,64855,1
5119,2921,10
5120,58225,1
5121,16936,1
5122,79836,2
5124,89413,1
5125,35461,0
5126,72167,0
5127,70071,2
5128,18709,3
5129,35019,1
5130,33715,7
5133,13850,25
5134,71373,6
5135,99114,14
5136,12464,1
5137,54486,1
5138,13212,21
5139,33764,24
5140,62537,0
5141,27306,3
5142,7026,21
5143,48767,1
5144,49126,1
5145,1951,3
5146,32086,31
5148,55150,0
5149,32616,1
5150,60044,17
5151,48320,7
5152,32433,7
5153,37388,25
5155,62893,0
5156,27878,1
5157,59420,0
5159,89424,0
5160,55025,26
5161,73661,0
5162,7631,42
5163,51201,9
5164,30066,60
5165,32058,1
5166,37379,10
5169,1027,15
5170,54745,2
5171,60443,12
5172,12440,2
5173,55127,14
5174,46506,8
5175,38913,0
5176,77303,11
5177,1583,9
5178,44632,12
5180,65634,0
5182,29620,8
5183,28352,16
5184,92637,5
5185,44703,3
5186,65063,1
5187,43719,1
5188,59433,1
5191,16410,1
5192,19083,28
5194,48390,28
5195,89109,88
5196,47834,13
5197,66407,0
5198,12946,13
5199,48469,1
5200,66203,20
5201,80642,3
5202,35217,12
5203,53806,1
5204,15024,8
5205,27823,3
5206,32410,0
5207,67340,0
5208,53594,4
5209,22931,0
5210,65047,1
5211,85249,24
5212,53142,26
5213,58559,0
5214,19086,5
5215,30344,23
5216,16001,43
5217,15825,11
5219,54703,35
5220,57791,0
5221,75218,23
5222,93648,3
5223,76424,8
5224,16948,1
5225,16146,11
5227,37375,2
5228,1460,11
5229,7758,2
5230,63555,4
5231,79520,2
5232,52656,2
5233,80451,1
5234,73107,26
5235,58018,0
5236,47150,44
5237,40865,0
5239,49931,10
5240,49629,4
5241,62286,6
5242,55409,10
5244,3063,22
5245,26416,4
5246,12919,5
5247,34240,36
5248,2637,0
5249,17810,1
5250,32359,1
5251,97702,63
5252,27544,1
5253,98075,13
5254,21711,0
5256,13417,3
5258,84070,62
5259,7075,6
5260,50264,0
5261,42330,8
5262,60462,54
5264,38351,14
5265,8244,12
5267,98342,1
5268,61615,30
5269,92845,11
5270,83217,0
5271,29672,8
5273,67124,13
5274,8221,11
5276,84330,0
5277,7311,6
5278,80234,31
5279,21822,2
5280,88231,3
5282,49613,1
5283,43227,7
5284,73557,0
5285,12833,3
5286,77957,7
5287,20017,13
5288,42603,0
5289,8103,11
5290,52555,0
5291,49659,4
5292,11208,32
5293,36559,0
5294,97080,19
5295,26404,0
5296,80735,0
5297,96765,1
5298,44121,18
5299,64154,9
5300,64468,13
5301,43125,11
5302,59749,2
5303,28341,2
5304,15226,7
5305,23888,2
5306,18955,1
5307,56551,2
5308,60959,1
5309,99632,0
5310,85641,5
5311,32531,2
5312,2468,4
5314,3584,5
5315,28693,1
5316,43945,1
5317,2072,32
5318,39082,0
5319,23704,15
5320,76537,4
5321,85757,1
5322,47163,0
5323,55753,1
5325,19958,27
5326,32124,4
5329,15824,5
5330,96134,1
5331,36052,0
5332,49744,1
5333,65264,1
5334,97497,0
5335,38774,1
5336,34788,12
5337,62992,1
5338,46168,30
5339,53955,4
5340,61080,7
5341,58853,0
5342,92683,72
5344,12586,9
5346,97212,26
5348,68409,0
5349,75861,0
5350,2302,14
5351,16678,2
5352,33890,2
5353,43748,1
5354,66078,0
5356,76857,0
5357,55303,44
5358,76466,0
5359,66942,0
5360,77630,21
5362,56037,1
5363,10545,0
5364,3779,0
5365,75935,12
5366,44401,1
5367,59255,1
5368,77379,58
5370,95119,13
5371,65350,1
5372,42036,0
5373,14735,1
5374,78749,22
5375,85750,13
5376,31020,1
5377,58341,4
5379,84334,0
5380,84405,29
5381,13148,8
5382,77868,9
5383,27509,2
5384,77590,17
5385,13601,44
5386,66095,0
5387,62025,35
5388,63132,39
5389,35462,3
5390,11516,20
5391,82636,4
5392,45833,9
5394,80427,1
5395,54650,24
5396,96090,0
5397,15331,0
5398,56464,3
5399,73560,0
5400,44413,5
5401,70355,0
5402,7072,18
5405,22630,25
5406,97050,0
5408,36037,12
5410,57435,0
5411,68634,0
5412,97116,17
5413,62952,2
5414,42050,1
5415,45220,7
5416,64859,0
5417,48357,7
5418,97089,9
5419,24179,13
5420,40118,3
5421,99402,1
5423,38673,0
5424,67127,1
5425,85212,17
5426,33055,11
5428,56144,1
5429,80819,1
5430,26155,8
5431,77982,2
5432,4084,5
5433,58059,1
5434,45066,20
5435,38029,0
5436,82604,23
5437,95938,2
5438,50853,1
5439,26222,1
5440,17901,23
5441,41311,3
5443,12792,0
5444,59837,0
5445,94014,21
5447,65281,3
5448,47804,8
5450,94030,20
5451,60187,47
5452,25109,0
5453,19095,6
5454,13682,0
5455,89521,29
5456,7878,0
5458,56713,2
5459,76010,29
5460,76667,9
5461,57468,0
5462,38870,1
5463,84078,34
5464,96703,1
5465,68113,2
5467,85911,0
5468,10457,30
5469,24066,3
5471,51463,1
5473,62040,27
5475,99723,2
5476,8352,1
5478,2465,11
5480,72532,1
5481,59740,0
5482,8859,14
5483,52211,3
5484,95233,0
5485,50128,0
5488,22738,1
5489,69339,2
5490,24401,35
5491,44112,9
5492,49284,1
5493,7046,5
5494,54209,4
5495,70340,3
5496,98252,5
5497,76043,6
5498,50523,0
5499,48637,1
5500,7208,16
5501,91750,27
5502,2725,2
5503,16124,1
5504,41004,2
5505,22310,22
5506,96786,12
5507,24528,2
5508,65446,0
5509,72443,1
5510,4461,1
5511,7106,6
5512,26711,1
5513,58830,0
5514,33625,23
5515,39823,6
5516,30506,19
5517,7722,12
5518,81326,2
5519,60626,20
5520,82836,1
5521,63140,1
5522,42164,8
5523,35587,0
5524,44481,10
5525,84118,17
5526,17850,0
5528,36544,4
5529,62011,0
5531,92620,36
5532,85939,3
5535,72460,0
5536,28115,32
5537,57321,0
5538,54121,3
5539,25555,1
5540,4924,1
5541,67103,0
5542,21757,2
5543,71264,0
5544,76656,1
5545,50680,1
5547,13652,0
5548,87539,0
5549,62819,0
5550,98198,19
5551,32233,20
5552,94402,36
5553,2740,34
5554,50271,1
5555,59840,24
5556,40353,19
5560,75487,0
5561,28774,2
5563,6472,4
5564,75801,21
5565,5655,2
5566,18333,1
5567,94553,39
5569,30144,78
5570,13033,2
5571,72106,3
5573,45715,2
5574,99611,15
5575,38401,42
5576,1237,4
5577,84401,51
5578,62433,0
5580,3782,2
5581,49780,2
5582,4424,1
5583,34212,9
5584,71232,5
5586,49885,1
5587,28667,0
5588,83323,1
5590,24250,0
5591,15440,0
5592,2534,2
5593,47633,2
5594,32038,3
5595,43341,0
5596,10524,4
5599,20772,25
5601,55449,33
5602,17830,2
5603,59725,12
5604,35061,1
5605,28618,1
5606,89060,4
5607,22749,0
5608,62548,2
5609,37840,3
5610,80444,2
5611,54767,3
5612,49315,22
5613,4351,3
5614,81621,17
5615,4057,0
5616,32751,49
5618,94603,9
5619,54762,1
5622,85627,0
5623,85710,40
5626,23303,0
5627,57754,4
5628,15235,26
5629,37914,14
5631,78341,1
5632,5905,0
5633,74570,0
5635,57020,1
5636,61458,0
5637,8832,3
5638,32828,35
5639,15845,2
5640,87931,0
5641,1201,46
5642,95620,13
5644,27051,4
5645,52325,0
5646,89501,23
5647,72036,0
5648,26159,1
5649,78648,6
5650,20166,62
5652,16440,0
5653,98613,0
5655,73730,0
5656,21613,17
5657,30316,22
5658,32033,2
5659,97103,19
5660,78739,8
5661,43793,5
5662,7440,4
5663,26610,1
5665,59448,0
5666,49022,24
5668,17045,2
5669,75103,12
5670,21620,16
5671,83214,0
5672,72470,0
5674,98951,4
5675,15009,17
5676,55019,2
5677,80840,2
5678,31401,45
5680,72823,3
5681,18241,0
5683,32907,17
5685,15951,0
5686,4256,2
5687,47712,19
5689,87052,0
5690,26574,0
5691,72947,2
5692,26149,1
5694,98243,1
5696,25168,1
5697,60429,8
5698,48209,14
5699,21716,3
5701,8611,12
5702,59434,1
5703,48759,3
5705,72672,0
5706,38017,44
5707,5343,1
5708,19952,6
5709,19456,4
5710,35470,4
5711,54247,1
5712,19008,24
5713,54974,1
5715,43230,42
5716,40206,24
5717,93036,29
5718,22815,6
5720,5152,1
5721,79083,1
5722,49796,1
5723,68955,1
5724,76932,5
5725,47925,0
5726,25201,0
5727,80545,1
5728,39837,4
5729,14225,44
5731,55756,0
5732,27105,24
5733,57005,10
5734,79906,8
5735,33990,29
5736,81652,6
5737,46741,5
5738,10579,6
5739,42368,0
5741,93235,1
5743,31093,21
5744,83848,0
5745,47147,0
5747,49250,5
5749,11976,5
5750,32225,46
5753,54499,3
5755,27863,4
5760,78336,8
5761,98675,5
5762,70043,16
5763,12495,1
5764,15012,15
5765,22652,1
5766,75002,36
5767,38001,4
5769,7828,9
5770,95387,1
5771,77619,8
5772,44010,2
5773,48619,0
5774,70037,18
5775,48472,1
5776,38701,23
5777,73110,23
5778,95453,13
5779,66538,7
5780,94972,0
5781,12939,0
5783,53963,9
5784,93440,1
5785,76453,1
5786,64037,6
5787,49921,0
5789,90704,7
5790,93247,6
5791,21663,5
5792,96792,11
5793,73120,43
5794,79855,2
5795,2462,4
5796,61525,3
5798,78538,1
5801,55962,0
5802,76823,1
5803,68134,27
5805,30605,22
5807,21813,3
5809,49337,7
5811,22843,1
5812,66856,1
5813,46938,1
5814,44011,22
5815,89445,13
5816,70057,3
5817,50050,0
5818,47012,7
5819,25557,0
5820,63631,1
5821,24726,0
5822,30032,20
5823,68301,2
5824,95937,0
5826,55063,9
5828,54150,0
5829,76255,4
5830,15926,2
5832,43130,46
5833,97365,21
5834,89821,0
5836,68752,0
5838,92804,30
5839,57312,1
5840,18244,0
5841,21214,9
5843,65774,0
5844,35808,1
5845,51007,0
5846,99574,8
5847,88346,2
5849,60973,0
5850,88021,5
5851,68949,10
5852,21911,7
5853,14742,0
5854,61062,2
5855,52156,0
5856,62255,0
5857,53034,1
5859,50119,0
5860,38553,1
5861,30901,30
5862,55983,2
5863,72573,0
5866,50107,0
5867,10706,9
5868,74827,0
5869,66103,11
5871,45005,18
5872,19931,0
5873,36539,0
5874,39054,0
5876,65080,0
5878,11934,12
5879,25979,0
5880,98513,9
5881,66772,0
5882,72031,7
5883,5458,2
5885,98611,5
5888,49881,0
5889,78379,1
5890,5048,2
5891,48615,2
5892,54701,50
5893,94303,33
5894,24366,1
5896,49953,3
5898,56074,2
5899,28020,1
5900,78368,4
5901,57268,1
5902,27217,16
5903,30728,9
5904,71368,0
5906,24015,12
5907,70127,9
5908,46703,22
5909,95380,38
5910,4773,0
5912,49274,1
5913,6420,3
5914,63435,3
5915,44826,1
5916,26136,0
5917,32169,14
5918,73444,0
5919,99692,2
5920,10038,68
5921,55082,40
5922,12139,0
5924,70532,1
5925,61484,0
5926,68319,0
5927,54421,2
5928,15239,16
5929,57225,3
5930,62092,2
5931,17253,0
5932,4348,2
5935,27845,1
5938,50401,34
5939,15629,0
5940,17921,4
5942,62812,10
5944,31089,1
5945,46528,15
5946,48150,56
5947,53120,8
5949,73741,1
5950,51351,6
5951,72390,6
5952,59467,0
5953,93657,15
5955,2647,1
5956,11770,2
5959,29058,2
5960,54756,1
5961,38626,0
5962,29434,0
5963,62032,0
5964,5867,0
5965,37663,11
5968,31501,21
5970,11946,21
5971,37752,3
5972,36446,1
5973,25917,1
5974,4667,1
5975,64759,7
5976,95122,30
5977,42211,8
5978,47610,3
5980,39462,1
5981,91701,18
5982,76070,1
5983,2110,66
5984,35444,2
5987,72941,2
5988,61850,0
5989,40037,1
5990,53716,23
5991,12930,0
5992,27252,1
5994,12814,3
5995,44117,8
5996,78056,1
5997,58466,0
5999,37308,0
6000,39429,16
6001,60460,1
6002,43764,6
6003,47588,0
6004,97118,1
6005,48217,3
6006,97818,3
6007,12047,12
6009,24138,0
6010,71108,9
6013,79703,13
6014,29842,3
6017,35575,1
6019,7524,8
6020,40503,51
6021,92359,3
6023,17215,0
6024,44847,3
6025,75028,39
6026,84623,0
6028,24622,0
6029,3854,1
6030,56553,0
6031,52324,1
6033,44512,51
6034,22432,1
6035,14223,12
6036,27054,1
6037,51461,1
6038,49874,1
6040,19026,18
6041,38548,0
6042,16049,1
6043,49715,1
6044,28472,19
6046,45651,3
6047,83846,0
6048,35007,23
6049,58835,1
6050,90014,67
6051,51232,0
6052,77359,0
6053,29302,22
6054,88038,0
6055,38555,25
6057,80504,30
6058,78052,4
6059,36540,0
6060,49269,2
6061,2043,31
6062,38841,2
6063,48370,1
6064,29921,0
6065,64741,0
6066,16347,1
6068,70508,74
6069,54728,6
6070,44866,1
6071,2907,19
6072,52659,1
6073,62088,4
6074,17569,4
6075,15502,0
6076,54488,1
6077,48036,22
6078,39815,0
6079,97530,8
6080,69122,1
6081,37366,0
6082,22936,3
6084,51023,4
6085,40472,1
6086,17005,0
6087,22030,92
6088,44654,23
6089,25156,0
6090,24088,2
6091,85281,80
6092,55969,1
6093,84335,10
6094,88022,0
6095,42539,6
6096,75654,6
6097,46376,0
6098,37329,1
6099,80514,2
6100,41616,0
6101,72419,0
6102,3276,10
6103,32425,7
6104,98538,0
6106,16235,1
6107,16030,0
6108,88252,2
6109,27923,1
6110,39654,4
6111,70660,0
6112,5161,1
6113,85135,0
6114,49288,1
6115,54977,1
6116,28527,0
6117,74021,7
6118,54026,1
6119,73756,0
6121,42404,1
6122,18942,4
6123,98050,1
6124,67480,1
6125,49010,12
6126,48842,11
6127,16625,3
6128,44412,1
6130,68040,0
6132,4555,2
6134,73015,2
6135,62922,1
6136,20650,11
6137,32725,18
6139,33315,31
6140,23039,1
6143,51442,10
6144,23294,24
6145,55952,2
6146,16875,4
6148,21163,5
6149,78877,0
6151,16504,6
6153,98832,0
6155,8084,4
6156,21671,1
6157,66412,0
6158,27295,16
6159,50007,0
6160,32340,9
6161,45240,15
6162,77510,6
6163,28644,0
6164,83013,1
6165,11706,57
6167,6277,2
6169,74653,3
6170,7035,10
6171,61279,1
6172,65591,1
6173,79407,17
6174,97443,1
6175,76021,28
6176,5758,1
6177,79521,4
6178,60712,23
6179,30708,0
6180,95458,1
6182,21153,1
6184,80543,3
6186,63536,0
6187,25261,0
6188,44215,1
6189,20612,0
6190,21230,40
6192,73747,0
6193,62268,0
6196,23235,49
6198,15634,0
6199,50530,1
6200,72223,25
6201,64018,0
6202,89085,1
6203,40977,4
6204,44646,29
6205,79104,3
6206,17229,1
6207,97876,0
6208,98042,26
6209,4611,1
6210,98290,32
6213,56636,4
6214,14841,1
6216,48888,3
6217,57785,11
6218,59324,1
6219,21054,16
6220,21207,18
6221,35146,5
6222,31322,24
6223,8836,5
6225,91733,65
6226,61327,2
6227,74533,0
6228,4952,1
6229,73632,3
6230,49428,20
6231,48160,7
6232,24503,11
6233,33325,27
6236,10570,18
6238,92780,88
6240,28387,24
6241,12431,1
6242,2648,7
6244,59353,1
6245,48104,58
6247,93660,1
6248,78612,5
6249,79103,6
6253,70364,19
6254,35746,0
6255,73052,7
6256,99650,0
6257,24012,35
6258,4258,2
6261,36047,0
6262,41602,0
6263,65759,0
6264,46784,1
6265,30230,3
6266,47421,24
6268,76093,1
6269,98823,8
6270,67839,2
6271,82727,1
6272,53718,21
6274,14526,16
6276,50598,1
6277,96738,8
6279,61845,0
6280,22958,2
6281,32168,27
6282,78259,14
6283,67067,1
6286,84333,2
6287,61748,1
6289,71647,1
6290,93108,21
6291,60172,29
6292,25703,5
6293,30566,8
6294,36266,3
6296,70755,1
6298,43844,1
6299,13088,22
6300,29588,26
6302,16116,1
6303,45405,8
6304,39348,0
6305,31791,7
6306,92333,0
6307,67062,3
6309,4777,0
6310,83703,15
6312,95466,1
6314,72455,10
6316,17602,41
6317,3820,31
6318,99330,1
6319,50675,2
6320,21090,21
6322,7666,36
6324,35243,37
6325,84040,14
6326,74084,0
6327,15552,4
6328,74501,26
6330,99301,49
6331,28052,26
6332,24851,0
6333,43219,43
6335,76374,3
6336,37821,14
6337,5345,2
6338,70360,49
6339,44074,10
6340,72764,40
6342,52732,24
6343,77018,33
6344,4616,1
6345,70344,3
6347,75024,67
6348,60531,1
6349,35188,2
6350,37716,14
6352,13618,2
6354,55939,2
6355,15222,57
6357,42344,0
6358,25253,0
6359,38577,0
6360,25827,2
6365,78044,1
6366,70739,6
6367,85045,3
6368,15628,1
6369,4538,7
6372,4853,1
6373,98642,14
6374,66508,7
6375,54832,0
6376,43537,36
6377,4612,1
6379,16840,0
6380,16686,8
6381,35062,3
6382,20121,20
6383,76491,0
6386,47862,1
6388,92646,32
6390,95624,38
6391,92782,18
6392,36783,1
6394,87311,0
6395,12926,1
6396,85610,0
6397,84526,2
6398,70589,2
6399,2466,10
6400,19567,3
6401,84094,23
6402,54865,0
6403,80428,2
6404,77407,14
6405,90071,40
6406,77375,39
6407,72773,0
6408,12470,0
6409,13846,0
6410,83355,4
6411,48857,1
6412,54838,1
6413,28773,2
6414,94964,0
6415,32352,1
6416,65109,43
6417,65588,2
6419,31812,0
6420,28441,1
6421,20716,18
6422,4912,0
6423,43440,5
6424,23175,2
6425,26283,1
6427,17090,3
6428,20119,3
6429,90303,10
6430,71466,0
6431,54726,1
6432,62294,9
6433,55811,33
6434,42409,1
6435,14047,4
6436,95941,0
6437,70006,26
6440,50501,30
6441,71468,0
6442,58735,0
6443,50634,1
6444,59223,0
6445,55705,2
6446,98223,36
6447,72640,0
6448,39203,3
6449,97544,1
6450,84321,49
6451,73543,0
6452,13215,7
6453,54759,1
6454,80135,6
6456,46770,2
6457,62260,6
6458,14514,3
6460,84340,2
6461,48820,11
6462,36856,1
6464,56738,1
6465,2657,14
6466,50111,13
6467,30546,7
6468,47660,3
6469,91722,18
6470,55396,2
6471,57441,1
6472,48811,3
6473,77056,99
6474,45860,2
6475,75972,4
6476,60164,14
6477,13754,3
6478,53172,9
6481,66211,37
6482,65065,23
6484,36108,13
6485,90220,26
6486,72326,1
6487,76460,0
6490,85121,0
6491,99703,1
6492,3835,4
6493,40419,1
6494,28742,3
6496,78870,0
6497,79763,18
6498,39827,1
6500,76033,23
6501,55106,21
6502,67211,21
6503,28110,45
6504,69034,1
6506,95138,12
6507,12118,8
6509,8827,4
6510,72714,7
6511,21628,0
6513,73664,1
6514,94973,1
6515,30309,70
6516,19460,33
6517,5363,4
6518,47167,12
6519,63546,0
6520,41098,0
6523,49788,1
6524,16372,0
6525,46991,1
6527,25524,1
6529,23919,2
6530,83544,6
6531,17063,1
6532,79908,0
6533,37660,41
6534,32966,17
6535,21837,1
6536,45890,0
6537,75433,1
6538,37043,28
6539,67584,1
6541,16141,1
6542,65263,1
6543,68352,6
6544,49807,2
6545,31553,3
6547,8105,8
6548,49267,3
6549,26570,1
6550,6090,0
6552,56138,1
6553,55418,24
6554,58544,1
6555,98126,13
6556,2568,13
6557,4926,0
6558,29934,0
6559,56589,1
6561,61361,1
6562,60420,4
6563,19030,16
6564,46117,0
6565,1605,21
6566,95008,73
6570,72413,0
6571,44663,25
6573,94112,30
6574,50039,0
6575,80247,7
6576,49004,6
6577,45225,5
6579,1262,3
6580,45419,10
6581,12976,0
6582,28646,1
6583,31829,0
6584,78727,18
6585,85377,8
6586,6705,18
6587,12967,0
6588,7033,15
6589,4364,5
6590,81301,57
6591,75954,1
6592,19473,7
6593,89317,0
6594,20120,21
6595,1434,3
6596,47386,0
6597,47338,1
6598,50124,3
6600,95045,3
6601,68786,1
6602,72938,0
6603,78212,41
6604,33332,12
6605,14072,13
6606,78145,0
6607,77434,3
6608,93618,11
6609,75605,33
6610,15045,2
6611,27574,3
6612,80110,54
6613,83873,2
6614,73027,1
6615,93637,23
6616,24630,4
6617,22747,2
6618,76872,0
6622,16611,2
6624,53598,2
6625,12531,3
6628,28751,4
6630,39325,2
6631,76351,2
6632,95391,3
6634,63068,4
6636,76035,2
6637,80220,28
6638,13026,1
6639,99552,0
6640,11784,17
6641,17527,7
6642,27301,5
6643,65053,1
6644,56243,1
6645,46721,3
6646,85304,10
6647,91932,9
6650,84774,1
6651,14572,2
6652,43150,1
6653,59730,4
6654,49825,0
6655,14080,3
6656,12974,2
6657,13454,0
6658,35089,0
6660,77970,0
6661,15421,1
6662,1451,5
6663,49404,8
6664,7646,8
6665,36203,20
6666,2668,3
6667,97478,18
6668,14217,20
6669,8742,30
6670,24450,18
6671,55403,25
6672,11547,1
6673,36916,1
6674,34758,7
6675,56633,3
6677,79553,3
6679,76871,0
6680,73703,26
6682,35643,1
6683,45769,4
6684,33331,35
6686,12572,14
6687,13165,11
6688,92278,1
6690,42784,1
6693,55388,5
6694,47995,2
6695,33991,17
6696,80929,1
6697,15064,1
6698,58789,0
6699,93105,38
6701,24536,0
6702,58301,14
6703,67354,0
6704,68441,0
6705,78164,3
6706,6790,32
6707,94115,46
6708,31705,14
6709,14585,0
6710,68814,1
6711,42035,1
6713,37048,2
6714,12822,3
6715,61338,0
6716,62883,0
6717,74872,2
6718,42285,0
6720,23602,29
6721,66736,4
6722,59820,1
6723,32063,10
6725,61944,10
6727,39202,15
6729,74525,8
6730,95366,10
6732,11792,8
6733,36271,2
6734,29554,5
6735,54151,3
6736,12092,0
6738,85255,60
6741,13413,25
6743,3878,11
6744,98226,56
6745,55919,0
6746,15085,5
6747,59261,0
6748,49506,22
6749,87022,0
6750,95822,19
6752,94104,77
6753,46915,1
6754,34685,16
6755,23117,5
6756,64108,38
6757,61737,0
6759,89061,1
6760,34957,26
6761,47975,0
6763,33777,16
6764,79834,0
6765,24260,3
6766,89130,24
6767,46590,3
6768,35143,1
6769,22554,32
6770,90621,32
6771,46383,48
6773,10989,9
6774,73852,2
6778,97636,0
6779,35752,1
6781,25535,2
6782,64746,1
6783,89121,39
6784,91606,24
6785,66781,0
6786,77564,1
6787,80615,6
6788,7675,34
6789,30313,7
6790,68939,1
6793,36279,1
6795,99826,1
6796,36034,0
6797,64831,3
6799,42303,37
6800,95324,3
6801,71343,5
6802,15120,15
6803,31907,22
6804,30511,2
6806,12308,8
6807,76549,9
6808,61753,2
6809,76082,8
6813,40299,55
6814,49756,3
6815,19930,7
6816,39752,1
6818,65764,0
6819,45835,0
6821,62666,0
6822,95444,1
6824,49519,15
6825,79901,35
6826,99791,0
6827,33484,20
6828,30906,26
6829,54820,1
6830,48737,1
6831,21784,32
6832,57752,0
6833,62650,23
6834,33028,21
6835,97325,4
6836,15849,1
6837,44272,3
6838,83271,0
6839,22206,12
6842,37167,34
6843,10536,14
6844,74941,1
6845,8620,6
6846,38374,1
6847,76380,4
6848,68401,1
6850,31012,0
6851,61262,1
6852,52246,11
6854,38581,1
6855,21650,0
6856,45685,0
6857,42458,0
6859,27537,8
6861,54513,0
6863,55037,4
6864,23433,1
6865,14111,2
6866,64116,36
6867,77807,6
6868,37174,20
6870,95312,0
6871,73947,0
6873,95222,5
6874,47166,1
6877,31512,1
6879,48204,7
6880,49688,1
6881,28732,18
6882,13159,4
6883,58838,0
6884,63051,8
6885,38371,0
6886,79416,15
6887,43146,3
6889,35116,2
6892,80737,2
6893,61745,2
6894,18446,3
6896,95356,33
6897,31206,26
6898,97225,35
6899,47235,1
6900,44427,1
6901,20004,33
6902,38316,1
6903,76301,26
6904,45164,0
6906,83101,3
6907,95370,30
6909,14305,8
6911,46259,5
6913,90401,69
6915,58317,0
6916,38879,2
6917,58348,1
6918,48813,15
6919,37692,2
6920,6088,11
6922,13352,0
6923,12076,1
6924,67637,2
6925,58330,0
6927,45879,5
6928,5873,0
6929,5477,5
6930,75132,0
6931,1077,8
6932,85388,5
6934,28202,48
6937,44504,2
6939,50321,12
6940,17851,4
6941,40507,23
6942,53510,1
6943,97469,1
6944,1772,12
6947,97456,2
6948,97839,0
6951,14129,0
6952,62049,6
6955,45680,7
6957,92372,1
6959,57623,1
6960,60564,42
6961,37201,13
6963,55718,2
6965,27858,45
6966,93012,35
6967,58032,1
6968,6812,7
6969,71730,32
6970,47567,4
6971,44105,16
6972,86404,8
6973,80863,16
6974,21667,0
6975,43515,5
6976,57047,0
6977,27024,1
6978,66027,2
6979,28504,16
6980,74633,0
6981,11743,72
6982,33134,128
6985,22709,1
6986,59231,0
6987,30103,7
6989,47220,5
6991,10964,2
6992,32641,4
6993,73026,5
6994,91737,11
6995,78152,1
6996,68307,0
6999,95638,1
7000,95005,3
7002,58831,2
7003,70559,1
7004,22718,1
7005,29074,0
7007,27208,1
7008,60558,10
7009,33312,56
7010,26280,1
7012,48125,9
7013,41139,4
7015,80204,44
7016,68064,4
7017,53968,1
7018,58783,0
7019,97045,51
7020,19720,51
7021,49908,2
7022,1602,11
7023,39097,0
7024,72152,0
7025,56759,0
7028,98649,1
7030,90807,35
7031,62951,3
7033,47244,0
7034,79414,17
7035,31323,1
7036,5362,0
7037,54829,6
7038,21701,56
7039,6512,18
7040,53578,6
7041,31303,1
7042,59427,5
7043,92122,44
7044,48439,32
7046,36032,1
7047,64123,6
7050,44612,4
7051,28803,47
7052,73112,55
7053,15357,1
7054,72727,2
7055,14625,16
7056,31015,17
7057,14616,11
7058,87327,1
7061,17272,0
7062,75930,0
7064,68966,0
7065,23316,1
7066,43502,8
7067,30273,2
7068,98053,16
7070,74135,40
7072,4001,1
7073,62220,19
7074,83629,2
7075,33160,50
7076,16041,1
7078,85345,25
7079,21001,18
7080,15522,15
7082,50469,2
7083,36769,1
7084,98817,0
7085,32953,21
7086,78155,32
7088,32438,0
7089,91604,61
7092,98116,29
7093,38473,0
7095,95340,30
7097,78574,10
7098,11970,0
7099,75251,22
7102,7201,34
7103,70725,1
7104,37724,0
7106,27805,2
7108,78146,0
7109,2896,11
7110,40902,0
7111,56071,12
7112,34997,41
7114,7746,18
7115,94605,12
7118,96705,1
7119,65243,1
7120,80015,36
7121,37095,1
7122,95066,18
7123,58636,1
7124,32829,8
7129,71018,0
7130,71847,0
7131,13420,4
7132,36053,0
7133,76712,31
7134,48720,1
7136,53042,6
7138,24517,7
7139,43410,7
7140,13027,18
7141,50669,2
7142,66442,2
7143,2646,4
7144,85234,40
7146,6795,13
7147,56171,1
7149,32052,4
7150,40160,15
7151,36116,24
7152,2865,21
7153,15227,13
7154,17968,0
7155,13368,1
7156,73705,1
7158,4969,1
7160,82937,2
7163,75088,22
7165,43506,14
7166,6514,20
7167,47454,6
7170,56651,0
7171,44302,3
7172,23224,28
7173,60043,2
7174,61547,1
7175,62340,1
7176,56673,0
7178,72327,0
7180,70639,0
7182,93033,22
7183,45830,3
7184,84007,0
7186,6878,6
7187,8020,2
7188,92347,0
7189,52242,1
7190,13090,19
7191,53934,2
7192,39339,11
7193,78659,1
